"test","date","variance","weekday"
"ts_paint Win8","2014-09-14","49.116159355372105","Sunday"
"ts_paint Win8","2014-09-15","17.049866358974384","Monday"
"ts_paint Win8","2014-09-16","26.771128395633713","Tuesday"
"ts_paint Win8","2014-09-17","12.567320394375056","Wednesday"
"ts_paint Win8","2014-09-18","11.420236083950632","Thursday"
"ts_paint Win8","2014-09-19","14.693748118400002","Friday"
"ts_paint Win8","2014-09-20","4.6856015000000237","Saturday"
"ts_paint Win8","2014-09-21","5.8822609166667794","Sunday"
"ts_paint Win8","2014-09-22","11.252905433670431","Monday"
"ts_paint Win8","2014-09-23","41.380765565443703","Tuesday"
"ts_paint Win8","2014-09-24","40.329130693899543","Wednesday"
"ts_paint Win8","2014-09-25","48.221208303232153","Thursday"
"ts_paint Win8","2014-09-26","21.098596206493276","Friday"
"ts_paint Win8","2014-09-27","5.6069278899998851","Saturday"
"ts_paint Win8","2014-09-28","3.4323874900000342","Sunday"
"ts_paint Win8","2014-09-29","30.130053757600944","Monday"
"ts_paint Win8","2014-09-30","5.6963141015089143","Tuesday"
"ts_paint Win8","2014-10-01","266.97211900543186","Wednesday"
"ts_paint Win8","2014-10-02","8.7275370232426646","Thursday"
"ts_paint Win8","2014-10-03","4.6684912272203123","Friday"
"ts_paint Win8","2014-10-04","11.286142728888905","Saturday"
"ts_paint Win8","2014-10-05","3.2705863112245166","Sunday"
"ts_paint Win8","2014-10-06","6.206460857330713","Monday"
"ts_paint Win8","2014-10-07","11.912637277777728","Tuesday"
"ts_paint Win8","2014-10-08","13.696373564377252","Wednesday"
"ts_paint Win8","2014-10-09","143.97993057777791","Thursday"
"ts_paint Win8","2014-10-10","11.611919584121033","Friday"
"ts_paint Win8","2014-10-11","12.209426227500057","Saturday"
"ts_paint Win8","2014-10-12","18.705597322314052","Sunday"
"ts_paint Win8","2014-10-13","9.4075813184000072","Monday"
"ts_paint Win8","2014-10-14","21.667244492568432","Tuesday"
"ts_paint Win8","2014-10-15","16.760319333333328","Wednesday"
"ts_paint Win8","2014-10-16","12.142920480584342","Thursday"
"ts_paint Win8","2014-10-17","15.164020404459821","Friday"
"ts_paint Win8","2014-10-18","18.624913239669347","Saturday"
"ts_paint Win8","2014-10-19","7.8606734843750772","Sunday"
"ts_paint Win8","2014-10-20","9.3071010123966644","Monday"
"ts_paint Win8","2014-10-21","12.746336614149351","Tuesday"
"ts_paint Win8","2014-10-22","23.000981863247894","Wednesday"
"ts_paint Win8","2014-10-24","12.456190407626497","Friday"
"ts_paint Win8","2014-10-25","13.768708198347161","Saturday"
"ts_paint Win8","2014-10-26","5.3297287755101133","Sunday"
"ts_paint Win8","2014-10-27","16.978272447086759","Monday"
"ts_paint Win8","2014-10-28","256.23971385937506","Tuesday"
"ts_paint Win8","2014-10-29","9.7133633562698307","Wednesday"
"ts_paint Win8","2014-10-30","15.736927342585776","Thursday"
"ts_paint Win8","2014-10-31","15.761692471606276","Friday"
"ts_paint Win8","2014-11-01","8.8484158347106874","Saturday"
"ts_paint Win8","2014-11-02","21.079953358024724","Sunday"
"ts_paint Win8","2014-11-03","13.232942936390536","Monday"
"ts_paint Win8","2014-11-04","37.827161171597602","Tuesday"
"ts_paint Win8","2014-11-05","13.430367295802471","Wednesday"
"ts_paint Win8","2014-11-06","457.94961891610001","Thursday"
"ts_paint Win8","2014-11-07","32.742931557851193","Friday"
"ts_paint Win8","2014-11-08","7.1183802499999658","Saturday"
"ts_paint Win8","2014-11-09","24.76216722222215","Sunday"
"ts_paint Win8","2014-11-10","8.563433928374689","Monday"
"ts_paint Win8","2014-11-11","14.288284469135759","Tuesday"
"ts_paint Win8","2014-11-12","13.635149443333301","Wednesday"
"ts_paint Win8","2014-11-13","18.395374419194169","Thursday"
"ts_paint Win8","2014-11-14","16.816076534722182","Friday"
"ts_paint Win8","2014-11-15","4.6459835000000247","Saturday"
"ts_paint Win8","2014-11-16","10.815825322314076","Sunday"
"ts_paint Win8","2014-11-17","126.41538688546864","Monday"
"ts_paint Win8","2014-11-18","84.018872198881084","Tuesday"
"ts_paint Win8","2014-11-19","18.277627311074419","Wednesday"
"ts_paint Win8","2014-11-20","18.434303641599971","Thursday"
"ts_paint Win8","2014-11-21","16.832371849375029","Friday"
"ts_paint Win8","2014-11-22","33.923201440000227","Saturday"
"ts_paint Win8","2014-11-23","12.526332576388972","Sunday"
"ts_paint Win8","2014-11-24","17.722460244456464","Monday"
"ts_paint Win8","2014-11-25","360.38928950906632","Tuesday"
"ts_paint Win8","2014-11-26","23.889930595041381","Wednesday"
"ts_paint Win8","2014-11-27","19.398654949011338","Thursday"
"ts_paint Win8","2014-11-28","18.622937546305931","Friday"
"ts_paint Win8","2014-11-29","24.439894472222363","Saturday"
"ts_paint Win8","2014-11-30","15.400814000000016","Sunday"
"ts_paint Win8","2014-12-01","15.552493555555571","Monday"
"ts_paint Win8","2014-12-02","13.455283609375016","Tuesday"
"ts_paint Win8","2014-12-03","29.560409283950637","Wednesday"
"ts_paint Win8","2014-12-04","19.993184381835938","Thursday"
"ts_paint Win8","2014-12-05","102.7565322975","Friday"
"ts_paint Win8","2014-12-06","11.770985609375126","Saturday"
"ts_paint Win8","2014-12-07","4.0985242448979342","Sunday"
"ts_paint Win8","2014-12-08","17.740619037649203","Monday"
"ts_paint Win8","2014-12-09","10.021902586908343","Tuesday"
"ts_paint Win8","2014-12-10","12.684671292579775","Wednesday"
"ts_paint Win8","2014-12-11","19.242199436098257","Thursday"
"ts_paint Win8","2014-12-12","32.337069108204503","Friday"
"ts_paint Win8","2014-12-13","15.678627834710694","Saturday"
"ts_paint Win8","2014-12-14","11.926465562130083","Sunday"
"ts_paint Win8","2014-12-15","13.693306888888888","Monday"
"ts_paint Win8","2014-12-16","19.882542494400024","Tuesday"
"ts_paint Win8","2014-12-17","15.76021707681759","Wednesday"
"ts_paint Win8","2014-12-18","19.281571723922895","Thursday"
"ts_paint Win8","2014-12-19","30.791331629424576","Friday"
"ts_paint Win8","2014-12-20","15.140244284023645","Saturday"
"ts_paint Win8","2014-12-21","9.1869356686389931","Sunday"
"ts_paint Win8","2014-12-22","20.697701509982647","Monday"
"ts_paint Win8","2014-12-23","35.686446467120085","Tuesday"
"ts_paint Win8","2014-12-24","21.498402608024609","Wednesday"
"ts_paint Win8","2014-12-25","7.8187102343749242","Thursday"
"ts_paint Win8","2014-12-26","11.231654649999994","Friday"
"ts_paint Win8","2014-12-27","24.294467187499748","Saturday"
"ts_paint Win8","2014-12-28","54.009220472222523","Sunday"
"ts_paint Win8","2014-12-29","21.764651248520639","Monday"
"ts_paint Win8","2014-12-30","80.415408887754936","Tuesday"
"ts_paint Win8","2014-12-31","121.69656138775539","Wednesday"
"ts_paint Win8","2015-01-01","14.934838639999978","Thursday"
"ts_paint Win8","2015-01-02","20.77065651666663","Friday"
"ts_paint Win8","2015-01-03","13.183867918367351","Saturday"
"ts_paint Win8","2015-01-04","11.545228776859549","Sunday"
"ts_paint Win8","2015-01-05","9.9662622829963947","Monday"
"ts_paint WinXP","2014-01-06","145876.33244037436","Monday"
"ts_paint WinXP","2014-01-07","71.505653130340619","Tuesday"
"ts_paint WinXP","2014-01-08","31.571432359097621","Wednesday"
"ts_paint WinXP","2014-01-09","48.894775862643129","Thursday"
"ts_paint WinXP","2014-01-10","49.868866907197734","Friday"
"ts_paint WinXP","2014-01-11","30.278805728395167","Saturday"
"ts_paint WinXP","2014-01-12","4.3333987928994002","Sunday"
"ts_paint WinXP","2014-01-13","30.544982463733607","Monday"
"ts_paint WinXP","2014-01-14","12.841696276543141","Tuesday"
"ts_paint WinXP","2014-01-15","14.106460994886804","Wednesday"
"ts_paint WinXP","2014-01-16","17.403273799070242","Thursday"
"ts_paint WinXP","2014-01-17","163.84536652631564","Friday"
"ts_paint WinXP","2014-01-18","13.064744909722185","Saturday"
"ts_paint WinXP","2014-01-19","8.3166106093749708","Sunday"
"ts_paint WinXP","2014-01-20","7.3489987822221723","Monday"
"ts_paint WinXP","2014-01-21","23.481017526643956","Tuesday"
"ts_paint WinXP","2014-01-22","51.923421069375038","Wednesday"
"ts_paint WinXP","2014-01-23","16.437359844374992","Thursday"
"ts_paint WinXP","2014-01-24","28.978904312500028","Friday"
"ts_paint WinXP","2014-01-25","12.481224437499957","Saturday"
"ts_paint WinXP","2014-01-26","5.7504684843749798","Sunday"
"ts_paint WinXP","2014-01-27","22.417817803710832","Monday"
"ts_paint WinXP","2014-01-28","36.036024515306075","Tuesday"
"ts_paint WinXP","2014-01-29","46.487017520833398","Wednesday"
"ts_paint WinXP","2014-01-30","164.23860028095373","Thursday"
"ts_paint WinXP","2014-01-31","53.908950991887473","Friday"
"ts_paint WinXP","2014-02-01","22.399750273668648","Saturday"
"ts_paint WinXP","2014-02-02","15.612874515555603","Sunday"
"ts_paint WinXP","2014-02-03","186.20208393771622","Monday"
"ts_paint WinXP","2014-02-04","153.94518066439895","Tuesday"
"ts_paint WinXP","2014-02-05","98.779306144044227","Wednesday"
"ts_paint WinXP","2014-02-06","106.60214579425229","Thursday"
"ts_paint WinXP","2014-02-07","74.962181728395123","Friday"
"ts_paint WinXP","2014-02-08","130.70109504338848","Saturday"
"ts_paint WinXP","2014-02-09","9.9026658504155503","Sunday"
"ts_paint WinXP","2014-02-10","236.08180139061713","Monday"
"ts_paint WinXP","2014-02-11","484.67736370151209","Tuesday"
"ts_paint WinXP","2014-02-12","724.23835030994826","Wednesday"
"ts_paint WinXP","2014-02-13","305.78144568352189","Thursday"
"ts_paint WinXP","2014-02-14","170.02283086222198","Friday"
"ts_paint WinXP","2014-02-15","13.576429750865019","Saturday"
"ts_paint WinXP","2014-02-16","6.9477076093750778","Sunday"
"ts_paint WinXP","2014-02-17","26.311143044745005","Monday"
"ts_paint WinXP","2014-02-18","93.556872841715958","Tuesday"
"ts_paint WinXP","2014-02-19","315.20200557333339","Wednesday"
"ts_paint WinXP","2014-02-20","239.98780099271613","Thursday"
"ts_paint WinXP","2014-02-21","392.13244287111138","Friday"
"ts_paint WinXP","2014-02-22","4.2703238888889201","Saturday"
"ts_paint WinXP","2014-02-23","71.618812239999784","Sunday"
"ts_paint WinXP","2014-02-24","184.31739307357995","Monday"
"ts_paint WinXP","2014-02-25","197.15000193845657","Tuesday"
"ts_paint WinXP","2014-02-26","462.09246230880194","Wednesday"
"ts_paint WinXP","2014-02-27","391.84066092482408","Thursday"
"ts_paint WinXP","2014-02-28","284.78141495196274","Friday"
"ts_paint WinXP","2014-03-01","27.576287455621198","Saturday"
"ts_paint WinXP","2014-03-02","96.556986854166723","Sunday"
"ts_paint WinXP","2014-03-03","605.7446455810657","Monday"
"ts_paint WinXP","2014-03-04","284.67612832525526","Tuesday"
"ts_paint WinXP","2014-03-05","349.14106368967771","Wednesday"
"ts_paint WinXP","2014-03-06","327.38680526363993","Thursday"
"ts_paint WinXP","2014-03-07","523.40820407596823","Friday"
"ts_paint WinXP","2014-03-08","5.0666078500000067","Saturday"
"ts_paint WinXP","2014-03-09","35.4869496499999","Sunday"
"ts_paint WinXP","2014-03-10","24.94611995840005","Monday"
"ts_paint WinXP","2014-03-11","12.948425897435889","Tuesday"
"ts_paint WinXP","2014-03-12","13.28872373356403","Wednesday"
"ts_paint WinXP","2014-03-13","15.837128143326799","Thursday"
"ts_paint WinXP","2014-03-14","5.2892354981070877","Friday"
"ts_paint WinXP","2014-03-15","2.567076687499998","Saturday"
"ts_paint WinXP","2014-03-16","6.4309087999998829","Sunday"
"ts_paint WinXP","2014-03-17","45.416509872449076","Monday"
"ts_paint WinXP","2014-03-18","6.1755404106622338","Tuesday"
"ts_paint WinXP","2014-03-19","21.078154753401314","Wednesday"
"ts_paint WinXP","2014-03-20","255.31602135380624","Thursday"
"ts_paint WinXP","2014-03-21","48.932882248783152","Friday"
"ts_paint WinXP","2014-03-22","4.6132617755101721","Saturday"
"ts_paint WinXP","2014-03-23","14.157953759999941","Sunday"
"ts_paint WinXP","2014-03-24","164.07742069333349","Monday"
"ts_paint WinXP","2014-03-25","44.861530742932359","Tuesday"
"ts_paint WinXP","2014-03-26","116.11732630502958","Wednesday"
"ts_paint WinXP","2014-03-27","51.304115241505997","Thursday"
"ts_paint WinXP","2014-03-28","84.608193905039599","Friday"
"ts_paint WinXP","2014-03-29","45.549310840236586","Saturday"
"ts_paint WinXP","2014-03-30","11.871359360000019","Sunday"
"ts_paint WinXP","2014-03-31","78.036464855867479","Monday"
"ts_paint WinXP","2014-04-01","54.476674133333361","Tuesday"
"ts_paint WinXP","2014-04-02","95.358966119795639","Wednesday"
"ts_paint WinXP","2014-04-03","87.825690380725646","Thursday"
"ts_paint WinXP","2014-04-04","21.931132426303819","Friday"
"ts_paint WinXP","2014-04-06","325.7874280500003","Sunday"
"ts_paint WinXP","2014-04-07","152.41518778719001","Monday"
"ts_paint WinXP","2014-04-08","339.8331217706608","Tuesday"
"ts_paint WinXP","2014-04-09","412.7534920826443","Wednesday"
"ts_paint WinXP","2014-04-10","292.85859077712018","Thursday"
"ts_paint WinXP","2014-04-11","352.96637644077134","Friday"
"ts_paint WinXP","2014-04-12","4.0086838677685597","Saturday"
"ts_paint WinXP","2014-04-13","3.8945642499999931","Sunday"
"ts_paint WinXP","2014-04-14","109.82696718617237","Monday"
"ts_paint WinXP","2014-04-15","43.240074216029903","Tuesday"
"ts_paint WinXP","2014-04-16","16.893138238095272","Wednesday"
"ts_paint WinXP","2014-04-17","55.900228545948423","Thursday"
"ts_paint WinXP","2014-04-18","8.3878042840236713","Friday"
"ts_paint WinXP","2014-04-19","5.573530160000038","Saturday"
"ts_paint WinXP","2014-04-20","0.0","Sunday"
"ts_paint WinXP","2014-04-21","8.3148032551984183","Monday"
"ts_paint WinXP","2014-04-22","33.41437555817113","Tuesday"
"ts_paint WinXP","2014-04-23","41.578493562130213","Wednesday"
"ts_paint WinXP","2014-04-24","61.636849604345883","Thursday"
"ts_paint WinXP","2014-04-25","40.866324387864381","Friday"
"ts_paint WinXP","2014-04-26","7.2891172967864106","Saturday"
"ts_paint WinXP","2014-04-27","9.2431101874999726","Sunday"
"ts_paint WinXP","2014-04-28","48.241944526342969","Monday"
"ts_paint WinXP","2014-04-29","71.676056491625161","Tuesday"
"ts_paint WinXP","2014-04-30","62.682687074074096","Wednesday"
"ts_paint WinXP","2014-05-01","177.18884340650834","Thursday"
"ts_paint WinXP","2014-05-02","107.71432866910168","Friday"
"ts_paint WinXP","2014-05-03","5.3865252653061555","Saturday"
"ts_paint WinXP","2014-05-04","12.567968210000084","Sunday"
"ts_paint WinXP","2014-05-05","116.72867349159955","Monday"
"ts_paint WinXP","2014-05-06","92.524519613119921","Tuesday"
"ts_paint WinXP","2014-05-07","22.184598562500078","Wednesday"
"ts_paint WinXP","2014-05-08","46.752568754766713","Thursday"
"ts_paint WinXP","2014-05-09","159.81411457652766","Friday"
"ts_paint WinXP","2014-05-10","10.183867537190112","Saturday"
"ts_paint WinXP","2014-05-11","8.824771702479266","Sunday"
"ts_paint WinXP","2014-05-12","164.38125887130192","Monday"
"ts_paint WinXP","2014-05-13","341.40537902504747","Tuesday"
"ts_paint WinXP","2014-05-14","250.74259193130146","Wednesday"
"ts_paint WinXP","2014-05-15","27.554047814400079","Thursday"
"ts_paint WinXP","2014-05-16","117.55105298083338","Friday"
"ts_paint WinXP","2014-05-17","6.7509917561727839","Saturday"
"ts_paint WinXP","2014-05-18","236.50842114049584","Sunday"
"ts_paint WinXP","2014-05-19","127.57374142932284","Monday"
"ts_paint WinXP","2014-05-20","120.22624258035306","Tuesday"
"ts_paint WinXP","2014-05-21","154.78786095111099","Wednesday"
"ts_paint WinXP","2014-05-22","157.56898911796983","Thursday"
"ts_paint WinXP","2014-05-23","111.53451193401828","Friday"
"ts_paint WinXP","2014-05-24","32.415009709342428","Saturday"
"ts_paint WinXP","2014-05-25","8.6029840099999895","Sunday"
"ts_paint WinXP","2014-05-26","41.927598914930563","Monday"
"ts_paint WinXP","2014-05-27","158.26106396885817","Tuesday"
"ts_paint WinXP","2014-05-28","134.70896797640006","Wednesday"
"ts_paint WinXP","2014-05-29","238.47427596900846","Thursday"
"ts_paint WinXP","2014-05-30","315.8833895997841","Friday"
"ts_paint WinXP","2014-05-31","17.8736498541667","Saturday"
"ts_paint WinXP","2014-06-01","4.9634349999999516","Sunday"
"ts_paint WinXP","2014-06-02","389.87961463061094","Monday"
"ts_paint WinXP","2014-06-03","194.47047010586002","Tuesday"
"ts_paint WinXP","2014-06-04","161.31273572204606","Wednesday"
"ts_paint WinXP","2014-06-05","276.06184017992518","Thursday"
"ts_paint WinXP","2014-06-06","272.70048642553684","Friday"
"ts_paint WinXP","2014-06-07","24.46131059357279","Saturday"
"ts_paint WinXP","2014-06-08","63.588875052468957","Sunday"
"ts_paint WinXP","2014-06-09","73.568969735510166","Monday"
"ts_paint WinXP","2014-06-10","149.14686284876558","Tuesday"
"ts_paint WinXP","2014-06-11","109.02520226388906","Wednesday"
"ts_paint WinXP","2014-06-12","182.99018190156841","Thursday"
"ts_paint WinXP","2014-06-13","150.575032834121","Friday"
"ts_paint WinXP","2014-06-14","15.665488816608963","Saturday"
"ts_paint WinXP","2014-06-15","1.989620187499979","Sunday"
"ts_paint WinXP","2014-06-16","112.86775715999998","Monday"
"ts_paint WinXP","2014-06-17","253.54051372093019","Tuesday"
"ts_paint WinXP","2014-06-18","315.64138276246541","Wednesday"
"ts_paint WinXP","2014-06-19","203.15104367140515","Thursday"
"ts_paint WinXP","2014-06-20","210.71524069281045","Friday"
"ts_paint WinXP","2014-06-21","61.185711984374862","Saturday"
"ts_paint WinXP","2014-06-22","23.621363249999892","Sunday"
"ts_paint WinXP","2014-06-23","262.70781794610974","Monday"
"ts_paint WinXP","2014-06-24","418.18886093650775","Tuesday"
"ts_paint WinXP","2014-06-25","206.64411747448017","Wednesday"
"ts_paint WinXP","2014-06-26","286.29867828993059","Thursday"
"ts_paint WinXP","2014-06-27","225.00384263473543","Friday"
"ts_paint WinXP","2014-06-28","163.75718350413186","Saturday"
"ts_paint WinXP","2014-06-29","39.102627818181737","Sunday"
"ts_paint WinXP","2014-06-30","162.37362190005967","Monday"
"ts_paint WinXP","2014-07-01","91.296581919375058","Tuesday"
"ts_paint WinXP","2014-07-02","286.56384073008326","Wednesday"
"ts_paint WinXP","2014-07-03","254.05390524385871","Thursday"
"ts_paint WinXP","2014-07-04","202.13181510288356","Friday"
"ts_paint WinXP","2014-07-05","93.661107484374512","Saturday"
"ts_paint WinXP","2014-07-06","30.911028759999816","Sunday"
"ts_paint WinXP","2014-07-07","105.72573389044824","Monday"
"ts_paint WinXP","2014-07-08","203.24045445504134","Tuesday"
"ts_paint WinXP","2014-07-09","816.15071275382638","Wednesday"
"ts_paint WinXP","2014-07-10","134.3776870933159","Thursday"
"ts_paint WinXP","2014-07-11","144.76376235878055","Friday"
"ts_paint WinXP","2014-07-12","68.534749715555648","Saturday"
"ts_paint WinXP","2014-07-13","59.596334984375076","Sunday"
"ts_paint WinXP","2014-07-14","156.54580888437488","Monday"
"ts_paint WinXP","2014-07-15","95.510397594166704","Tuesday"
"ts_paint WinXP","2014-07-16","207.12088326972216","Wednesday"
"ts_paint WinXP","2014-07-17","180.63051774239983","Thursday"
"ts_paint WinXP","2014-07-18","242.49211124479706","Friday"
"ts_paint WinXP","2014-07-19","115.47923480246914","Saturday"
"ts_paint WinXP","2014-07-20","9.428774052469203","Sunday"
"ts_paint WinXP","2014-07-21","414.35730593055541","Monday"
"ts_paint WinXP","2014-07-22","284.33002622349903","Tuesday"
"ts_paint WinXP","2014-07-23","269.48228083205078","Wednesday"
"ts_paint WinXP","2014-07-24","203.89530454966177","Thursday"
"ts_paint WinXP","2014-07-25","363.41245670617292","Friday"
"ts_paint WinXP","2014-07-26","170.60152690972203","Saturday"
"ts_paint WinXP","2014-07-27","164.37960949999965","Sunday"
"ts_paint WinXP","2014-07-28","366.42930819139912","Monday"
"ts_paint WinXP","2014-07-29","197.73575905817162","Tuesday"
"ts_paint WinXP","2014-07-30","63.007445130315489","Wednesday"
"ts_paint WinXP","2014-07-31","178.5886700573283","Thursday"
"ts_paint WinXP","2014-08-01","118.02525113888886","Friday"
"ts_paint WinXP","2014-08-02","32.301076909090789","Saturday"
"ts_paint WinXP","2014-08-03","50.535898888888823","Sunday"
"ts_paint WinXP","2014-08-04","86.065140327995749","Monday"
"ts_paint WinXP","2014-08-05","24.645543627232069","Tuesday"
"ts_paint WinXP","2014-08-06","403.48211385680509","Wednesday"
"ts_paint WinXP","2014-08-07","337.16157235416676","Thursday"
"ts_paint WinXP","2014-08-08","559.31488556206614","Friday"
"ts_paint WinXP","2014-08-09","76.418595346938773","Saturday"
"ts_paint WinXP","2014-08-10","11.305135229025028","Sunday"
"ts_paint WinXP","2014-08-11","501.4259934567682","Monday"
"ts_paint WinXP","2014-08-12","758.71155513850397","Tuesday"
"ts_paint WinXP","2014-08-13","840.63279805232389","Wednesday"
"ts_paint WinXP","2014-08-14","862.19895911783533","Thursday"
"ts_paint WinXP","2014-08-15","595.91787584089991","Friday"
"ts_paint WinXP","2014-08-16","147.4603844648436","Saturday"
"ts_paint WinXP","2014-08-17","114.38580418749996","Sunday"
"ts_paint WinXP","2014-08-18","661.38662552249798","Monday"
"ts_paint WinXP","2014-08-19","781.00568541022722","Tuesday"
"ts_paint WinXP","2014-08-20","593.73181220666663","Wednesday"
"ts_paint WinXP","2014-08-21","737.75476067107456","Thursday"
"ts_paint WinXP","2014-08-22","613.55840888241403","Friday"
"ts_paint WinXP","2014-08-23","219.95925703999956","Saturday"
"ts_paint WinXP","2014-08-24","241.25276746913576","Sunday"
"ts_paint WinXP","2014-08-25","614.93950228444464","Monday"
"ts_paint WinXP","2014-08-26","585.39607580628115","Tuesday"
"ts_paint WinXP","2014-08-27","671.9660596852068","Wednesday"
"ts_paint WinXP","2014-08-28","390.26376616257124","Thursday"
"ts_paint WinXP","2014-08-29","554.92083863014955","Friday"
"ts_paint WinXP","2014-08-30","361.31529169628146","Saturday"
"ts_paint WinXP","2014-08-31","402.57259809467479","Sunday"
"ts_paint WinXP","2014-09-01","547.34433323140502","Monday"
"ts_paint WinXP","2014-09-02","859.63313860275787","Tuesday"
"ts_paint WinXP","2014-09-03","816.08857768209896","Wednesday"
"ts_paint WinXP","2014-09-04","399.24320968175573","Thursday"
"ts_paint WinXP","2014-09-05","474.38084226479265","Friday"
"ts_paint WinXP","2014-09-06","165.18171013888929","Saturday"
"ts_paint WinXP","2014-09-07","220.6344718765437","Sunday"
"ts_paint WinXP","2014-09-08","432.22093354000009","Monday"
"ts_paint WinXP","2014-09-09","812.41720165972265","Tuesday"
"ts_paint WinXP","2014-09-10","464.51200249732472","Wednesday"
"ts_paint WinXP","2014-09-11","791.27527015816338","Thursday"
"ts_paint WinXP","2014-09-12","820.64415594887544","Friday"
"ts_paint WinXP","2014-09-13","103.17556160937485","Saturday"
"ts_paint WinXP","2014-09-14","101.06429262809903","Sunday"
"ts_paint WinXP","2014-09-15","872.95778110611548","Monday"
"ts_paint WinXP","2014-09-16","709.38068798576023","Tuesday"
"ts_paint WinXP","2014-09-17","472.15303395937565","Wednesday"
"ts_paint WinXP","2014-09-18","718.17612067358039","Thursday"
"ts_paint WinXP","2014-09-19","496.00712826440036","Friday"
"ts_paint WinXP","2014-09-20","9.4158432500000693","Saturday"
"ts_paint WinXP","2014-09-21","58.828706222222102","Sunday"
"ts_paint WinXP","2014-09-22","641.37163657941733","Monday"
"ts_paint WinXP","2014-09-23","473.27925716307692","Tuesday"
"ts_paint WinXP","2014-09-24","629.72531428537923","Wednesday"
"ts_paint WinXP","2014-09-25","840.6670265956634","Thursday"
"ts_paint WinXP","2014-09-26","527.93264743594386","Friday"
"ts_paint WinXP","2014-09-27","615.37953139999979","Saturday"
"ts_paint WinXP","2014-09-28","17.574513649999925","Sunday"
"ts_paint WinXP","2014-09-29","931.5771054244002","Monday"
"ts_paint WinXP","2014-09-30","436.79194963616925","Tuesday"
"ts_paint WinXP","2014-10-01","779.30403109499025","Wednesday"
"ts_paint WinXP","2014-10-02","1250.0635733384888","Thursday"
"ts_paint WinXP","2014-10-03","805.76379342637426","Friday"
"ts_paint WinXP","2014-10-04","668.10912304000033","Saturday"
"ts_paint WinXP","2014-10-05","310.88055408673517","Sunday"
"ts_paint WinXP","2014-10-06","259.70689230693853","Monday"
"ts_paint WinXP","2014-10-07","972.8851506936727","Tuesday"
"ts_paint WinXP","2014-10-08","374.30155478176857","Wednesday"
"ts_paint WinXP","2014-10-09","431.15245000995918","Thursday"
"ts_paint WinXP","2014-10-10","670.2198306591215","Friday"
"ts_paint WinXP","2014-10-11","474.17882076454282","Saturday"
"ts_paint WinXP","2014-10-12","542.91004423140532","Sunday"
"ts_paint WinXP","2014-10-13","674.1966756864","Monday"
"ts_paint WinXP","2014-10-14","602.84768342241443","Tuesday"
"ts_paint WinXP","2014-10-15","589.741137206914","Wednesday"
"ts_paint WinXP","2014-10-16","943.10591999846224","Thursday"
"ts_paint WinXP","2014-10-17","807.65699017301051","Friday"
"ts_paint WinXP","2014-10-18","358.88098515702518","Saturday"
"ts_paint WinXP","2014-10-19","42.899524484374837","Sunday"
"ts_paint WinXP","2014-10-20","580.40235851652926","Monday"
"ts_paint WinXP","2014-10-21","1039.2113342489815","Tuesday"
"ts_paint WinXP","2014-10-22","699.40946209224978","Wednesday"
"ts_paint WinXP","2014-10-23","1064.9044165377754","Thursday"
"ts_paint WinXP","2014-10-24","594.00450344082833","Friday"
"ts_paint WinXP","2014-10-25","185.25629856198336","Saturday"
"ts_paint WinXP","2014-10-26","10.521307428571323","Sunday"
"ts_paint WinXP","2014-10-27","657.05828311966707","Monday"
"ts_paint WinXP","2014-10-28","692.75598067750002","Tuesday"
"ts_paint WinXP","2014-10-29","603.72556764958676","Wednesday"
"ts_paint WinXP","2014-10-30","435.70840760253509","Thursday"
"ts_paint WinXP","2014-10-31","568.13599190581624","Friday"
"ts_paint WinXP","2014-11-01","23.660679289256052","Saturday"
"ts_paint WinXP","2014-11-02","36.900954639999938","Sunday"
"ts_paint WinXP","2014-11-03","26.225456833487154","Monday"
"ts_paint WinXP","2014-11-04","24.149197557322449","Tuesday"
"ts_paint WinXP","2014-11-05","86.913857307851288","Wednesday"
"ts_paint WinXP","2014-11-06","91.307514385484922","Thursday"
"ts_paint WinXP","2014-11-07","26.141046912352131","Friday"
"ts_paint WinXP","2014-11-08","30.577496160000123","Saturday"
"ts_paint WinXP","2014-11-09","22.023451840000082","Sunday"
"ts_paint WinXP","2014-11-10","17.866161437499898","Monday"
"ts_paint WinXP","2014-11-11","29.797673685871086","Tuesday"
"ts_paint WinXP","2014-11-12","30.207943895941725","Wednesday"
"ts_paint WinXP","2014-11-13","39.895744572087708","Thursday"
"ts_paint WinXP","2014-11-14","43.265024372164618","Friday"
"ts_paint WinXP","2014-11-15","20.678807187500034","Saturday"
"ts_paint WinXP","2014-11-16","22.296707421487508","Sunday"
"ts_paint WinXP","2014-11-17","103.42766008969522","Monday"
"ts_paint WinXP","2014-11-18","60.694700439621911","Tuesday"
"ts_paint WinXP","2014-11-19","22.017470639053276","Wednesday"
"ts_paint WinXP","2014-11-20","43.41745227239997","Thursday"
"ts_paint WinXP","2014-11-21","27.118001479025029","Friday"
"ts_paint WinXP","2014-11-22","12.669732160000041","Saturday"
"ts_paint WinXP","2014-11-23","23.696668687499969","Sunday"
"ts_paint WinXP","2014-11-24","27.965778274509862","Monday"
"ts_paint WinXP","2014-11-25","27.374530896778431","Tuesday"
"ts_paint WinXP","2014-11-26","28.787576238234045","Wednesday"
"ts_paint WinXP","2014-11-27","17.786192173602792","Thursday"
"ts_paint WinXP","2014-11-28","23.55953149635797","Friday"
